Order_ID,Order_Date,Customer_ID,Gender,City,State,Country,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Ship_Date,Ship_Mode,Order_Status,Year,Month_Name,Month_NO,Profit_Margin
19,01-01-2023,CUST5196,Male,Kolkata,West Bengal,India,PROD900,Washing Machine,Electronics,4,17462,20,55878.4,6131.87,Net Banking,05-01-2023,Standard,Returned,2023,January,1,10.97359624
20,01-01-2023,CUST2834,Male,Pune,Maharashtra,India,PROD806,Refrigerator,Electronics,4,7599,5,28876.2,4073.18,UPI,04-01-2023,Same Day,Shipped,2023,January,1,14.10566487
21,01-01-2023,CUST5561,Male,Delhi,Delhi,India,PROD762,Mobile,Electronics,1,3772,5,3583.4,369.03,Credit Card,04-01-2023,Express,Cancelled,2023,January,1,10.29832003
22,01-01-2023,CUST9809,Male,Bengaluru,Karnataka,India,PROD356,Refrigerator,Electronics,1,13560,10,12204,842.83,UPI,05-01-2023,Express,Delivered,2023,January,1,6.906178302
23,01-01-2023,CUST8871,Female,Delhi,Delhi,India,PROD274,Television,Electronics,4,18755,20,60016,12269.41,Cash on Delivery,05-01-2023,Standard,Delivered,2023,January,1,20.44356505
24,01-01-2023,CUST5601,Male,Hyderabad,Telangana,India,PROD726,Refrigerator,Electronics,4,48836,5,185576.8,9575.86,Cash on Delivery,07-01-2023,Same Day,Returned,2023,January,1,5.160052334
25,01-01-2023,CUST9615,Female,Kolkata,West Bengal,India,PROD143,Notebook,Stationery,4,24674,20,78956.8,6694.84,Cash on Delivery,04-01-2023,Same Day,Returned,2023,January,1,8.479117695
26,01-01-2023,CUST8753,Male,Hyderabad,Telangana,India,PROD701,T-shirt,Fashion,3,10857,15,27685.35,3998.23,Net Banking,05-01-2023,Express,Cancelled,2023,January,1,14.44168125
27,01-01-2023,CUST8988,Female,Ahmedabad,Gujarat,India,PROD170,Mobile,Electronics,3,40988,0,122964,6735.58,Cash on Delivery,05-01-2023,Standard,Shipped,2023,January,1,5.477684526
28,01-01-2023,CUST5345,Male,Kolkata,West Bengal,India,PROD451,Shoes,Fashion,4,48734,10,175442.4,16435.21,Credit Card,03-01-2023,Express,Delivered,2023,January,1,9.367866605
29,02-01-2023,CUST1105,Male,Pune,Maharashtra,India,PROD212,Refrigerator,Electronics,2,48060,20,76896,13257.35,UPI,06-01-2023,Same Day,Delivered,2023,January,1,17.2406237
30,02-01-2023,CUST5944,Female,Bengaluru,Karnataka,India,PROD428,Television,Electronics,2,37401,10,67321.8,16477.46,Cash on Delivery,05-01-2023,Express,Shipped,2023,January,1,24.47566761
31,02-01-2023,CUST9511,Female,Bengaluru,Karnataka,India,PROD658,Shoes,Fashion,1,30064,10,27057.6,5439.02,UPI,04-01-2023,Standard,Returned,2023,January,1,20.10163503
32,02-01-2023,CUST8061,Male,Pune,Maharashtra,India,PROD995,Earphones,Electronics,3,25491,10,68825.7,10759.77,UPI,07-01-2023,Express,Shipped,2023,January,1,15.63336079
33,02-01-2023,CUST5439,Female,Pune,Maharashtra,India,PROD803,Notebook,Stationery,3,18387,0,55161,11557.76,Net Banking,03-01-2023,Same Day,Returned,2023,January,1,20.95277461
34,02-01-2023,CUST8058,Female,Bengaluru,Karnataka,India,PROD768,Refrigerator,Electronics,3,39240,5,111834,23533.48,Cash on Delivery,05-01-2023,Same Day,Shipped,2023,January,1,21.04322478
35,02-01-2023,CUST6256,Male,Chennai,Tamil Nadu,India,PROD258,Washing Machine,Electronics,2,11183,15,19011.1,3633.71,Debit Card,07-01-2023,Standard,Returned,2023,January,1,19.11362309
36,02-01-2023,CUST8045,Female,Delhi,Delhi,India,PROD745,Laptop,Electronics,3,41577,10,112257.9,16280.82,Credit Card,05-01-2023,Same Day,Delivered,2023,January,1,14.50305056
37,02-01-2023,CUST8880,Male,Bengaluru,Karnataka,India,PROD601,Notebook,Stationery,3,24607,10,66438.9,5885.99,Net Banking,07-01-2023,Express,Shipped,2023,January,1,8.859252637
38,02-01-2023,CUST2722,Male,Hyderabad,Telangana,India,PROD230,Shoes,Fashion,1,9278,15,7886.3,1348.72,Cash on Delivery,03-01-2023,Standard,Shipped,2023,January,1,17.10206307
39,02-01-2023,CUST4717,Male,Ahmedabad,Gujarat,India,PROD963,Shoes,Fashion,3,16402,20,39364.8,7118.24,UPI,07-01-2023,Standard,Returned,2023,January,1,18.08275414
40,02-01-2023,CUST3599,Male,Mumbai,Maharashtra,India,PROD167,Television,Electronics,1,27616,15,23473.6,2826.79,Debit Card,05-01-2023,Same Day,Cancelled,2023,January,1,12.04242213
41,02-01-2023,CUST4845,Male,Chennai,Tamil Nadu,India,PROD330,Refrigerator,Electronics,3,28536,10,77047.2,15552.01,Net Banking,08-01-2023,Standard,Delivered,2023,January,1,20.18504242
42,02-01-2023,CUST4102,Female,Pune,Maharashtra,India,PROD274,T-shirt,Fashion,4,18070,5,68666,12116.85,Credit Card,06-01-2023,Same Day,Shipped,2023,January,1,17.64606938
43,02-01-2023,CUST1402,Male,Ahmedabad,Gujarat,India,PROD459,Television,Electronics,1,3556,0,3556,871.04,Cash on Delivery,07-01-2023,Same Day,Delivered,2023,January,1,24.49493813
44,02-01-2023,CUST6159,Male,Kolkata,West Bengal,India,PROD666,Charger,Electronics,2,17242,20,27587.2,2264.33,Debit Card,06-01-2023,Standard,Cancelled,2023,January,1,8.207900766
45,02-01-2023,CUST8731,Male,Delhi,Delhi,India,PROD816,Laptop,Electronics,4,42787,20,136918.4,22771.65,Net Banking,03-01-2023,Same Day,Cancelled,2023,January,1,16.63154843
46,02-01-2023,CUST4094,Male,Pune,Maharashtra,India,PROD502,Charger,Electronics,4,3678,20,11769.6,1684.95,Debit Card,07-01-2023,Same Day,Returned,2023,January,1,14.31611949
47,02-01-2023,CUST9604,Female,Bengaluru,Karnataka,India,PROD895,Earphones,Electronics,4,25153,15,85520.2,19731.25,Net Banking,06-01-2023,Same Day,Delivered,2023,January,1,23.07203444
48,02-01-2023,CUST8725,Female,Chennai,Tamil Nadu,India,PROD547,Refrigerator,Electronics,4,42633,15,144952.2,17721.12,Debit Card,08-01-2023,Same Day,Delivered,2023,January,1,12.22549227
49,02-01-2023,CUST5336,Female,Delhi,Delhi,India,PROD182,Mobile,Electronics,2,3123,0,6246,1333.86,Cash on Delivery,07-01-2023,Same Day,Delivered,2023,January,1,21.35542747
50,02-01-2023,CUST3244,Female,Bengaluru,Karnataka,India,PROD788,Mobile,Electronics,1,42206,10,37985.4,9182.59,Debit Card,04-01-2023,Express,Delivered,2023,January,1,24.17399843
51,02-01-2023,CUST1775,Male,Delhi,Delhi,India,PROD389,Shoes,Fashion,2,7560,5,14364,1874.19,Debit Card,05-01-2023,Standard,Shipped,2023,January,1,13.0478279
52,02-01-2023,CUST1114,Female,Pune,Maharashtra,India,PROD192,Refrigerator,Electronics,4,11642,20,37254.4,2654.09,Cash on Delivery,04-01-2023,Express,Returned,2023,January,1,7.124232305
53,02-01-2023,CUST8937,Male,Bengaluru,Karnataka,India,PROD515,Laptop,Electronics,2,20796,15,35353.2,5692.28,Credit Card,05-01-2023,Same Day,Delivered,2023,January,1,16.1011733
54,02-01-2023,CUST1928,Female,Mumbai,Maharashtra,India,PROD873,Earphones,Electronics,4,48507,10,174625.2,37111.72,UPI,08-01-2023,Same Day,Delivered,2023,January,1,21.25221331
55,02-01-2023,CUST5373,Female,Mumbai,Maharashtra,India,PROD146,Notebook,Stationery,1,33349,0,33349,3764.88,Net Banking,07-01-2023,Same Day,Shipped,2023,January,1,11.28933401
56,03-01-2023,CUST3848,Male,Hyderabad,Telangana,India,PROD133,Backpack,Fashion,2,32800,15,55760,3092.31,Credit Card,07-01-2023,Express,Returned,2023,January,1,5.545749641
57,03-01-2023,CUST6074,Male,Mumbai,Maharashtra,India,PROD606,Earphones,Electronics,4,261,15,887.4,189.83,Debit Card,05-01-2023,Standard,Shipped,2023,January,1,21.39170611
58,03-01-2023,CUST8678,Male,Delhi,Delhi,India,PROD534,Television,Electronics,2,14812,0,29624,3725.79,UPI,08-01-2023,Express,Delivered,2023,January,1,12.57693087
59,03-01-2023,CUST4959,Male,Hyderabad,Telangana,India,PROD905,Power Bank,Electronics,2,34499,10,62098.2,8241.5,Net Banking,05-01-2023,Express,Returned,2023,January,1,13.27172124
60,03-01-2023,CUST4365,Male,Pune,Maharashtra,India,PROD284,Refrigerator,Electronics,4,14238,10,51256.8,3092.23,Cash on Delivery,08-01-2023,Same Day,Cancelled,2023,January,1,6.03281906
61,03-01-2023,CUST1699,Female,Delhi,Delhi,India,PROD221,Mobile,Electronics,1,7142,15,6070.7,1025.19,UPI,07-01-2023,Same Day,Shipped,2023,January,1,16.88750885
62,03-01-2023,CUST8748,Female,Bengaluru,Karnataka,India,PROD965,Power Bank,Electronics,4,45942,15,156202.8,35291.09,Credit Card,09-01-2023,Express,Shipped,2023,January,1,22.59312253
63,03-01-2023,CUST4967,Female,Delhi,Delhi,India,PROD624,Power Bank,Electronics,2,17890,10,32202,6579.5,Credit Card,07-01-2023,Express,Shipped,2023,January,1,20.43196075
64,03-01-2023,CUST2340,Male,Bengaluru,Karnataka,India,PROD533,Backpack,Fashion,4,34559,0,138236,34391.4,Debit Card,04-01-2023,Same Day,Delivered,2023,January,1,24.87875807
65,03-01-2023,CUST7110,Male,Delhi,Delhi,India,PROD142,Refrigerator,Electronics,2,24472,5,46496.8,5230.9,Credit Card,05-01-2023,Express,Cancelled,2023,January,1,11.25002151
66,03-01-2023,CUST6587,Female,Chennai,Tamil Nadu,India,PROD966,Mobile,Electronics,3,2197,0,6591,1234.9,UPI,08-01-2023,Same Day,Returned,2023,January,1,18.73615536
67,03-01-2023,CUST9186,Male,Mumbai,Maharashtra,India,PROD911,Laptop,Electronics,1,7014,0,7014,698.96,Credit Card,09-01-2023,Express,Shipped,2023,January,1,9.965212432
68,03-01-2023,CUST5861,Female,Kolkata,West Bengal,India,PROD630,Television,Electronics,3,12058,5,34365.3,3435.63,Cash on Delivery,07-01-2023,Express,Delivered,2023,January,1,9.997381079
69,03-01-2023,CUST1084,Male,Pune,Maharashtra,India,PROD333,Washing Machine,Electronics,4,15173,0,60692,5251,Cash on Delivery,05-01-2023,Same Day,Delivered,2023,January,1,8.651881632
70,03-01-2023,CUST7589,Male,Delhi,Delhi,India,PROD251,Notebook,Stationery,4,38420,5,145996,27323.26,UPI,05-01-2023,Same Day,Cancelled,2023,January,1,18.71507439
71,03-01-2023,CUST5010,Female,Pune,Maharashtra,India,PROD758,Power Bank,Electronics,3,14045,15,35814.75,8405.41,Cash on Delivery,05-01-2023,Same Day,Cancelled,2023,January,1,23.46912934
72,03-01-2023,CUST7358,Female,Bengaluru,Karnataka,India,PROD172,Notebook,Stationery,2,33296,5,63262.4,12390.81,Net Banking,04-01-2023,Express,Cancelled,2023,January,1,19.58637358
73,03-01-2023,CUST5042,Male,Hyderabad,Telangana,India,PROD965,Mobile,Electronics,3,19951,15,50875.05,8619.53,Net Banking,07-01-2023,Same Day,Cancelled,2023,January,1,16.94254846
74,03-01-2023,CUST8297,Female,Mumbai,Maharashtra,India,PROD159,T-shirt,Fashion,3,31883,15,81301.65,10489.49,Cash on Delivery,04-01-2023,Express,Delivered,2023,January,1,12.90193987
75,03-01-2023,CUST8355,Female,Kolkata,West Bengal,India,PROD574,Shoes,Fashion,3,26644,5,75935.4,5803.91,Net Banking,06-01-2023,Standard,Cancelled,2023,January,1,7.643220422
76,03-01-2023,CUST1449,Male,Mumbai,Maharashtra,India,PROD809,Earphones,Electronics,1,32493,5,30868.35,7628.86,Debit Card,05-01-2023,Standard,Returned,2023,January,1,24.71418135
77,03-01-2023,CUST4217,Female,Mumbai,Maharashtra,India,PROD530,Laptop,Electronics,2,37301,10,67141.8,5370.42,Credit Card,06-01-2023,Same Day,Shipped,2023,January,1,7.998623808
78,03-01-2023,CUST4932,Female,Hyderabad,Telangana,India,PROD792,Washing Machine,Electronics,2,12348,15,20991.6,2458.84,Credit Card,06-01-2023,Same Day,Returned,2023,January,1,11.71344728
79,03-01-2023,CUST4613,Male,Pune,Maharashtra,India,PROD573,T-shirt,Fashion,2,28798,20,46076.8,4412.82,UPI,06-01-2023,Standard,Returned,2023,January,1,9.577097368
80,03-01-2023,CUST2880,Female,Chennai,Tamil Nadu,India,PROD384,Washing Machine,Electronics,4,32069,5,121862.2,23184.01,UPI,06-01-2023,Same Day,Cancelled,2023,January,1,19.02477553
81,03-01-2023,CUST6223,Male,Chennai,Tamil Nadu,India,PROD770,Notebook,Stationery,4,39419,10,141908.4,17212.18,Net Banking,06-01-2023,Standard,Shipped,2023,January,1,12.12907763
82,03-01-2023,CUST4062,Female,Chennai,Tamil Nadu,India,PROD287,Charger,Electronics,2,16797,10,30234.6,4277.35,UPI,09-01-2023,Same Day,Cancelled,2023,January,1,14.14720221
83,03-01-2023,CUST8125,Female,Pune,Maharashtra,India,PROD654,Television,Electronics,2,27862,20,44579.2,5035.36,Debit Card,08-01-2023,Standard,Cancelled,2023,January,1,11.29531261
84,04-01-2023,CUST2258,Male,Pune,Maharashtra,India,PROD320,Power Bank,Electronics,4,18451,20,59043.2,4434.1,Debit Card,05-01-2023,Same Day,Delivered,2023,January,1,7.509924936
85,04-01-2023,CUST1723,Male,Pune,Maharashtra,India,PROD593,Earphones,Electronics,3,37308,15,95135.4,17502.78,Credit Card,05-01-2023,Express,Returned,2023,January,1,18.3977573
86,04-01-2023,CUST8368,Female,Mumbai,Maharashtra,India,PROD965,Earphones,Electronics,4,46312,5,175985.6,30774.13,Cash on Delivery,09-01-2023,Express,Cancelled,2023,January,1,17.48673187
87,04-01-2023,CUST1156,Female,Bengaluru,Karnataka,India,PROD192,Television,Electronics,3,33799,20,81117.6,5437.47,UPI,07-01-2023,Standard,Returned,2023,January,1,6.703193881
88,04-01-2023,CUST7864,Female,Mumbai,Maharashtra,India,PROD584,Shoes,Fashion,1,19068,10,17161.2,2545.16,Debit Card,07-01-2023,Standard,Shipped,2023,January,1,14.83089761
89,04-01-2023,CUST5959,Female,Kolkata,West Bengal,India,PROD788,Television,Electronics,1,10222,10,9199.8,2188.32,Debit Card,06-01-2023,Same Day,Delivered,2023,January,1,23.78660406
90,04-01-2023,CUST3203,Male,Kolkata,West Bengal,India,PROD766,Mobile,Electronics,3,32133,20,77119.2,11677.08,Debit Card,09-01-2023,Same Day,Cancelled,2023,January,1,15.14159898
91,04-01-2023,CUST8797,Female,Bengaluru,Karnataka,India,PROD674,T-shirt,Fashion,2,38020,10,68436,9014.9,Debit Card,09-01-2023,Express,Shipped,2023,January,1,13.17274534
92,04-01-2023,CUST2229,Male,Ahmedabad,Gujarat,India,PROD988,Earphones,Electronics,4,37823,20,121033.6,12399.13,Net Banking,07-01-2023,Express,Delivered,2023,January,1,10.24437016
93,04-01-2023,CUST9184,Female,Hyderabad,Telangana,India,PROD483,Notebook,Stationery,1,32950,20,26360,1648.61,Debit Card,06-01-2023,Same Day,Cancelled,2023,January,1,6.254210926
94,04-01-2023,CUST6572,Female,Pune,Maharashtra,India,PROD831,Charger,Electronics,3,26194,0,78582,18045.65,Credit Card,10-01-2023,Same Day,Cancelled,2023,January,1,22.96410119
95,04-01-2023,CUST7502,Female,Mumbai,Maharashtra,India,PROD274,Power Bank,Electronics,1,17764,15,15099.4,2013.43,Credit Card,08-01-2023,Standard,Delivered,2023,January,1,13.33450336
96,04-01-2023,CUST5105,Female,Ahmedabad,Gujarat,India,PROD960,Television,Electronics,4,18894,0,75576,14185.57,Net Banking,07-01-2023,Express,Returned,2023,January,1,18.76994019
97,04-01-2023,CUST8613,Female,Bengaluru,Karnataka,India,PROD927,Washing Machine,Electronics,2,30288,15,51489.6,5006.84,Credit Card,08-01-2023,Standard,Cancelled,2023,January,1,9.723983096
98,04-01-2023,CUST9238,Female,Ahmedabad,Gujarat,India,PROD670,Shoes,Fashion,2,30758,5,58440.2,14402.58,UPI,08-01-2023,Express,Returned,2023,January,1,24.64498753
99,04-01-2023,CUST2119,Female,Bengaluru,Karnataka,India,PROD459,Notebook,Stationery,3,37810,10,102087,5267.24,UPI,07-01-2023,Same Day,Delivered,2023,January,1,5.159559983
100,04-01-2023,CUST1131,Female,Ahmedabad,Gujarat,India,PROD596,Earphones,Electronics,4,2384,10,8582.4,431.15,Debit Card,09-01-2023,Standard,Returned,2023,January,1,5.023653057
101,04-01-2023,CUST8656,Female,Hyderabad,Telangana,India,PROD600,Power Bank,Electronics,2,13026,20,20841.6,3091.72,UPI,07-01-2023,Same Day,Returned,2023,January,1,14.83436972
102,04-01-2023,CUST7548,Male,Bengaluru,Karnataka,India,PROD112,Notebook,Stationery,4,31712,15,107820.8,11528.71,Credit Card,05-01-2023,Express,Cancelled,2023,January,1,10.69247307
103,04-01-2023,CUST6807,Female,Pune,Maharashtra,India,PROD987,Charger,Electronics,3,6587,15,16796.85,3409.54,UPI,08-01-2023,Same Day,Shipped,2023,January,1,20.29868696
104,04-01-2023,CUST9683,Male,Ahmedabad,Gujarat,India,PROD621,Backpack,Fashion,2,25600,10,46080,6633.58,Debit Card,08-01-2023,Express,Returned,2023,January,1,14.39578993
105,04-01-2023,CUST6046,Female,Mumbai,Maharashtra,India,PROD892,Refrigerator,Electronics,3,17010,20,40824,2396.65,Debit Card,09-01-2023,Standard,Cancelled,2023,January,1,5.870688811
106,04-01-2023,CUST3766,Male,Mumbai,Maharashtra,India,PROD216,Backpack,Fashion,4,40864,10,147110.4,7423.1,Net Banking,10-01-2023,Express,Delivered,2023,January,1,5.045938289
107,04-01-2023,CUST4711,Female,Ahmedabad,Gujarat,India,PROD699,Washing Machine,Electronics,3,2581,10,6968.7,1085.07,Credit Card,10-01-2023,Same Day,Shipped,2023,January,1,15.57062293
108,04-01-2023,CUST2538,Male,Ahmedabad,Gujarat,India,PROD446,Laptop,Electronics,1,47593,15,40454.05,9191.14,Net Banking,07-01-2023,Same Day,Returned,2023,January,1,22.71995017
109,04-01-2023,CUST2222,Female,Delhi,Delhi,India,PROD923,Washing Machine,Electronics,4,7083,20,22665.6,3119.9,Cash on Delivery,07-01-2023,Express,Cancelled,2023,January,1,13.76491247
110,04-01-2023,CUST7383,Male,Ahmedabad,Gujarat,India,PROD758,T-shirt,Fashion,3,12703,5,36203.55,7580.75,Credit Card,09-01-2023,Standard,Returned,2023,January,1,20.93924491
111,05-01-2023,CUST5404,Male,Kolkata,West Bengal,India,PROD628,Shoes,Fashion,2,15107,0,30214,2432.86,UPI,11-01-2023,Express,Returned,2023,January,1,8.052095055
112,05-01-2023,CUST1315,Female,Kolkata,West Bengal,India,PROD782,Earphones,Electronics,1,21202,0,21202,1972.17,UPI,11-01-2023,Same Day,Delivered,2023,January,1,9.30181115
113,05-01-2023,CUST4164,Female,Ahmedabad,Gujarat,India,PROD311,Laptop,Electronics,3,2524,0,7572,896.82,Credit Card,11-01-2023,Standard,Returned,2023,January,1,11.84389857
114,05-01-2023,CUST7724,Male,Hyderabad,Telangana,India,PROD152,Washing Machine,Electronics,3,32443,20,77863.2,12420.18,Cash on Delivery,10-01-2023,Same Day,Returned,2023,January,1,15.95128379
115,05-01-2023,CUST6427,Female,Chennai,Tamil Nadu,India,PROD389,Shoes,Fashion,4,28212,15,95920.8,12201.2,UPI,07-01-2023,Standard,Delivered,2023,January,1,12.7200774
116,05-01-2023,CUST2460,Male,Kolkata,West Bengal,India,PROD764,Charger,Electronics,1,15731,0,15731,1854.42,Net Banking,09-01-2023,Same Day,Cancelled,2023,January,1,11.78831606
117,05-01-2023,CUST2795,Female,Bengaluru,Karnataka,India,PROD499,Earphones,Electronics,1,18693,20,14954.4,3028.66,Net Banking,07-01-2023,Same Day,Returned,2023,January,1,20.25263468
118,05-01-2023,CUST7750,Male,Pune,Maharashtra,India,PROD741,Mobile,Electronics,4,14708,0,58832,11975.71,Cash on Delivery,08-01-2023,Standard,Delivered,2023,January,1,20.35577577
119,05-01-2023,CUST7342,Male,Kolkata,West Bengal,India,PROD252,Notebook,Stationery,3,16051,0,48153,9260.84,Credit Card,09-01-2023,Express,Returned,2023,January,1,19.2321143
120,05-01-2023,CUST7163,Female,Chennai,Tamil Nadu,India,PROD965,Washing Machine,Electronics,3,21669,0,65007,15624.77,Credit Card,09-01-2023,Express,Shipped,2023,January,1,24.03551925
121,05-01-2023,CUST4719,Male,Mumbai,Maharashtra,India,PROD743,Earphones,Electronics,3,20457,15,52165.35,6843.94,Net Banking,06-01-2023,Express,Delivered,2023,January,1,13.11970494
122,05-01-2023,CUST4130,Male,Kolkata,West Bengal,India,PROD652,Backpack,Fashion,2,21284,15,36182.8,8879.92,UPI,09-01-2023,Standard,Cancelled,2023,January,1,24.5418265
123,05-01-2023,CUST7361,Male,Kolkata,West Bengal,India,PROD617,Television,Electronics,3,10902,10,29435.4,5600.85,Credit Card,10-01-2023,Standard,Cancelled,2023,January,1,19.02759942
124,05-01-2023,CUST2252,Male,Pune,Maharashtra,India,PROD168,Charger,Electronics,2,34832,0,69664,6942.59,Cash on Delivery,11-01-2023,Standard,Shipped,2023,January,1,9.965821658
125,05-01-2023,CUST9611,Female,Chennai,Tamil Nadu,India,PROD947,Mobile,Electronics,3,32174,0,96522,16888.03,Debit Card,08-01-2023,Express,Shipped,2023,January,1,17.49656037
126,05-01-2023,CUST4365,Male,Chennai,Tamil Nadu,India,PROD396,Refrigerator,Electronics,3,580,10,1566,280.15,Cash on Delivery,08-01-2023,Standard,Shipped,2023,January,1,17.88952746
127,05-01-2023,CUST7543,Female,Kolkata,West Bengal,India,PROD215,Notebook,Stationery,3,28561,20,68546.4,11592.91,Net Banking,10-01-2023,Express,Cancelled,2023,January,1,16.91250015
128,05-01-2023,CUST6072,Male,Ahmedabad,Gujarat,India,PROD572,Refrigerator,Electronics,1,8904,0,8904,1594.37,Credit Card,07-01-2023,Express,Delivered,2023,January,1,17.90622192
129,05-01-2023,CUST9993,Male,Delhi,Delhi,India,PROD634,Mobile,Electronics,1,31769,15,27003.65,6100.04,Net Banking,08-01-2023,Express,Delivered,2023,January,1,22.58968695
130,05-01-2023,CUST2530,Male,Kolkata,West Bengal,India,PROD704,T-shirt,Fashion,3,49257,20,118216.8,26029.31,Net Banking,10-01-2023,Standard,Shipped,2023,January,1,22.01828336
131,05-01-2023,CUST3782,Female,Delhi,Delhi,India,PROD376,Washing Machine,Electronics,4,38116,20,121971.2,17190.43,Cash on Delivery,07-01-2023,Express,Shipped,2023,January,1,14.09384346
132,05-01-2023,CUST9118,Female,Ahmedabad,Gujarat,India,PROD642,Shoes,Fashion,4,36288,5,137894.4,18652.37,Debit Card,10-01-2023,Express,Returned,2023,January,1,13.5265609
133,05-01-2023,CUST4994,Male,Mumbai,Maharashtra,India,PROD203,Washing Machine,Electronics,1,41017,5,38966.15,4663.07,Cash on Delivery,06-01-2023,Standard,Shipped,2023,January,1,11.96697647
134,05-01-2023,CUST6091,Male,Bengaluru,Karnataka,India,PROD719,Washing Machine,Electronics,1,40766,5,38727.7,6950.59,Net Banking,08-01-2023,Same Day,Cancelled,2023,January,1,17.94733485
135,05-01-2023,CUST3258,Female,Bengaluru,Karnataka,India,PROD975,Earphones,Electronics,3,31577,15,80521.35,5627.49,Net Banking,09-01-2023,Standard,Shipped,2023,January,1,6.988817252
136,05-01-2023,CUST4156,Female,Pune,Maharashtra,India,PROD565,Television,Electronics,4,25273,0,101092,6837.33,Debit Card,11-01-2023,Express,Shipped,2023,January,1,6.763472876
137,05-01-2023,CUST1424,Female,Kolkata,West Bengal,India,PROD675,Power Bank,Electronics,2,36462,10,65631.6,14353.55,Debit Card,06-01-2023,Express,Delivered,2023,January,1,21.86987671
138,06-01-2023,CUST2969,Male,Delhi,Delhi,India,PROD469,Notebook,Stationery,3,26138,10,70572.6,10448.83,UPI,08-01-2023,Same Day,Delivered,2023,January,1,14.80578865
139,06-01-2023,CUST4254,Female,Bengaluru,Karnataka,India,PROD198,Television,Electronics,3,1382,10,3731.4,280.09,Credit Card,10-01-2023,Same Day,Delivered,2023,January,1,7.506297904
